Gene,GO Terms
TLR3,GO:0043330 GO:0001774 GO:0002224 GO:0002730 GO:0006972 GO:0007165 GO:0007250 GO:0007252 GO:0007254 GO:0008584 GO:0009597 GO:0010628 GO:0032722 GO:0032727 GO:0032728 GO:0032729 GO:0032735 GO:0032755 GO:0032757 GO:0032760 GO:0034123 GO:0034343 GO:0034346 GO:0035458 GO:0042742 GO:0043065 GO:0043123 GO:0045087 GO:0045671 GO:0045766 GO:0045944 GO:0046330 GO:0050729 GO:0051092 GO:0051607 GO:0060907 GO:0071260 GO:0071346 GO:0071360 GO:0071466 GO:0090594 GO:0097191 GO:0097527 GO:0098586 GO:1900017 GO:1901224 GO:0043331
NEUROG3,GO:0000122 GO:0007399 GO:0007417 GO:0007422 GO:0021510 GO:0030855 GO:0030902 GO:0045666 GO:0045893 GO:0045944 GO:0048814 GO:0060290 GO:0061564 GO:0007423 GO:0030900
RAB10,GO:0006893 GO:0007409 GO:0016192 GO:0016197 GO:0019882 GO:0030859 GO:0032869 GO:0043001 GO:0045055 GO:0045200 GO:0071786 GO:0072659 GO:0090150 GO:0097051 GO:0098609 GO:1903361
BLTP2,
SYNE2,GO:0007097 GO:0021817 GO:0030335 GO:0031022 GO:0051642 GO:1902017
LCE2D,GO:0031424
UNC45A,GO:0007517 GO:0030154 GO:0061077
RAVER2,
RAP1B,GO:0008283 GO:0017156 GO:0032486 GO:0033625 GO:0045955 GO:0051649 GO:0061028 GO:0070374 GO:0071320 GO:0099010 GO:1901888 GO:2000114 GO:2000301
KRT79,GO:0031424 GO:0045109
TRMT12,GO:0031591 GO:0030488
DENND1C,GO:0032456 GO:0006897
STK11,GO:0070314 GO:0001558 GO:0001894 GO:0001944 GO:0006468 GO:0006470 GO:0006914 GO:0006974 GO:0007283 GO:0007409 GO:0008285 GO:0010212 GO:0010508 GO:0014823 GO:0018107 GO:0030010 GO:0030308 GO:0030511 GO:0032147 GO:0033762 GO:0033993 GO:0034504 GO:0042593 GO:0043276 GO:0045059 GO:0045722 GO:0046777 GO:0048814 GO:0050772 GO:0050852 GO:0051645 GO:0051726 GO:0051896 GO:0060767 GO:0060770 GO:0071493 GO:0072332 GO:0090090 GO:0097066 GO:0097484 GO:0120163 GO:1900182 GO:1901610 GO:1901796 GO:1904262 GO:0030111 GO:0007165
EEF1AKMT3,GO:0006338 GO:0018022
NPAT,GO:0000083 GO:0001701 GO:0006351 GO:0010468 GO:0045892 GO:0045893 GO:0045944
CACNB4,GO:0007214 GO:0007628 GO:0008285 GO:0014051 GO:0019227 GO:0035249 GO:0046058 GO:0048536 GO:0048538 GO:0048541 GO:0050852 GO:0050908 GO:0055001 GO:0070588 GO:0099509 GO:1901385 GO:1901387 GO:1904751 GO:1990830 GO:2000134 GO:2000300 GO:0007528 GO:0007268
SEPTIN6,GO:0000281 GO:0007283 GO:0030154 GO:0061640 GO:0060271
ATP12A,GO:0006885 GO:0010248 GO:0030007 GO:0006883 GO:0036376 GO:1902600 GO:1990573
DUSP19,GO:0006469 GO:0006470 GO:0043410 GO:0043507 GO:0043508 GO:0045860 GO:0046329 GO:0046330 GO:0043405
ARHGEF6,GO:0006915 GO:0007254 GO:0030032
TAL1,GO:0000122 GO:0001525 GO:0006357 GO:0006366 GO:0007626 GO:0021527 GO:0030097 GO:0030218 GO:0030219 GO:0030220 GO:0030221 GO:0031334 GO:0035162 GO:0035855 GO:0042127 GO:0043249 GO:0045165 GO:0045648 GO:0045893 GO:0045931 GO:0045944 GO:0051781 GO:0060018 GO:0060216 GO:0060217 GO:0060218 GO:0060375 GO:1904672 GO:1905269
MT4,GO:0008150 GO:0030003 GO:0071280
SLURP1,GO:0001775 GO:0007155 GO:0007626 GO:0008285 GO:0010839 GO:0030336 GO:0038195 GO:0050884
ATG2B,GO:0120009 GO:0000422 GO:0044805 GO:0061709 GO:0000045 GO:0034727
ISM1,GO:0016525
GRIN2B,GO:0007215 GO:0007268 GO:0007420 GO:0007611 GO:0019722 GO:0035235 GO:0045471 GO:0048167 GO:0048168 GO:0051290 GO:0051968 GO:0097553 GO:0098655 GO:0098976 GO:0099505 GO:1901216 GO:1902951 GO:1904062 GO:2000463 GO:2001056 GO:0060079 GO:0035249 GO:0060291
UGCG,GO:0006497 GO:0006679 GO:0006687 GO:0008544 GO:0009966 GO:0030154 GO:0030216 GO:0033210 GO:0048666 GO:0061436 GO:0098856 GO:1903575
MAK,GO:0006468 GO:0007283 GO:0030154 GO:0045494 GO:0045893 GO:0046777 GO:1902856 GO:1905515 GO:0042073 GO:0035556 GO:0060271
PRKAA1,GO:1905691 GO:0001666 GO:0006006 GO:0006338 GO:0006468 GO:0006633 GO:0006695 GO:0006914 GO:0007165 GO:0008284 GO:0008610 GO:0009411 GO:0009631 GO:0010332 GO:0010508 GO:0010628 GO:0010629 GO:0014823 GO:0015721 GO:0016055 GO:0019395 GO:0031000 GO:0031669 GO:0032007 GO:0033135 GO:0034599 GO:0038183 GO:0042149 GO:0042593 GO:0042752 GO:0043066 GO:0045542 GO:0045821 GO:0045893 GO:0046318 GO:0046627 GO:0048511 GO:0048643 GO:0050995 GO:0055089 GO:0060627 GO:0061744 GO:0061762 GO:0062028 GO:0070050 GO:0070301 GO:0070507 GO:0071277 GO:0071333 GO:0071361 GO:0071380 GO:0071417 GO:0071456 GO:0071466 GO:0097009 GO:0120188 GO:1903109 GO:1903829 GO:1903944 GO:1903955 GO:1904179 GO:1904428 GO:1990044 GO:2000758 GO:0035556
GNB1L,
H3-5,GO:0030307
SOCS1,GO:0001817 GO:0001932 GO:0007259 GO:0010533 GO:0016567 GO:0019221 GO:0030225 GO:0035556 GO:0042532 GO:0043372 GO:0043377 GO:0045444 GO:0045591 GO:0046426 GO:0046627 GO:0071230 GO:0046854
STAM,GO:0007165 GO:0016236 GO:0036258 GO:0043328 GO:0090148 GO:1903543 GO:1903551
HSPA13,GO:0051085 GO:0042026
GRHL2,GO:0001843 GO:0003208 GO:0003382 GO:0007155 GO:0008283 GO:0008544 GO:0034329 GO:0035264 GO:0042733 GO:0043010 GO:0044030 GO:0045617 GO:0045944 GO:0048701 GO:0051973 GO:0060324 GO:0060463 GO:0060487 GO:0060672 GO:0061713 GO:0070830 GO:0090132 GO:0021915 GO:0007420 GO:0006357
TMEM35A,GO:0051131 GO:2000010
LGALS9,GO:0002519 GO:0006935 GO:0006954 GO:0007565 GO:0010628 GO:0010629 GO:0032496 GO:0032682 GO:0032689 GO:0032720 GO:0032729 GO:0032731 GO:0032733 GO:0032735 GO:0032736 GO:0032753 GO:0032755 GO:0032757 GO:0032760 GO:0032834 GO:0038066 GO:0043123 GO:0043305 GO:0045953 GO:0046007 GO:0046598 GO:0051092 GO:0060135 GO:0070241 GO:0070371 GO:0070374 GO:0070555 GO:0071346 GO:0071636 GO:0071639 GO:0098586 GO:1901224 GO:2000510 GO:2000562 GO:2000563 GO:2000670 GO:2001190 GO:2001200 GO:2001269
MB21D2,
CFP,GO:0006955 GO:0006956 GO:0006957 GO:0042742 GO:0050778 GO:1903028
LINC02910,
PRPF31,GO:0000244 GO:0000398 GO:0071166
MFAP4,GO:0007155 GO:0009650 GO:0010712 GO:0048251 GO:0071493 GO:0097435
ETV4,GO:0045618 GO:0045944 GO:0030154 GO:0006357
SMYD4,GO:0007507 GO:0032259
MS4A14,GO:0007166
SLC6A11,GO:0003333 GO:0007420 GO:0009410 GO:0015718 GO:0015734 GO:0051936 GO:0035725
SDS,GO:0006094 GO:0006565 GO:0006629 GO:0042866 GO:0006567 GO:0009097
NCAN,GO:0007155 GO:0002052 GO:0010001
KPNA5,GO:0006606 GO:0006607
BRD1,GO:0006338 GO:0006355 GO:0035902 GO:0043249 GO:0045648 GO:0050793 GO:0051602 GO:1903706 GO:0006357
COL1A2,GO:0001501 GO:0001568 GO:0007179 GO:0007266 GO:0008217 GO:0030199 GO:0030282 GO:0032963 GO:0042476 GO:0043589 GO:0070208 GO:0071230 GO:0085029 GO:0030198
HPX,GO:0002639 GO:0002925 GO:0006879 GO:0007260 GO:0015886 GO:0020027 GO:0042531 GO:0060333 GO:0060335 GO:0042168
GZMK,GO:0006508
CEP170B,
HPSE,GO:0006029 GO:0007160 GO:0010033 GO:0010575 GO:0030194 GO:0030200 GO:0030202 GO:0033690 GO:0051797 GO:0051798 GO:0051897 GO:0061028 GO:0061042 GO:0071806 GO:0060055
UCP1,GO:0002024 GO:0006357 GO:0009266 GO:0031667 GO:0032870 GO:0034614 GO:0050873 GO:0070417 GO:0071398 GO:0120162 GO:1902600 GO:1903426 GO:1903495 GO:1990542 GO:1990845 GO:0009409
COL18A1,GO:0007155 GO:0007601 GO:0008285 GO:0009887 GO:0001501 GO:0030903 GO:0030199
PSAPL1,GO:0006665 GO:0019216 GO:0060742 GO:0060736 GO:0007193
KNOP1,
OR52J3,GO:0007186 GO:0050911
AFAP1,
PPP1R1B,GO:0001975 GO:0006351 GO:0007165 GO:0007621 GO:0007626 GO:0008542 GO:0032515 GO:0043278 GO:0048148 GO:0071314 GO:0035556
CGAS,GO:0002218 GO:0002221 GO:0002230 GO:0002637 GO:0002753 GO:0006281 GO:0006974 GO:0008340 GO:0019933 GO:0019934 GO:0032481 GO:0038001 GO:0045087 GO:0045088 GO:0045824 GO:0050863 GO:0051607 GO:2000042 GO:2000774 GO:0071360
TMEM181,
ELP1,GO:0002098 GO:0006417 GO:0002926
SMARCC2,GO:0006337 GO:0006338 GO:0006357 GO:0007399 GO:0030071 GO:0045582 GO:0045597 GO:0045663 GO:0045892 GO:0045893 GO:0070316 GO:2000045 GO:2000781 GO:2000819
GNPDA1,GO:0005975 GO:0006043 GO:0006048 GO:0006091 GO:0007338 GO:0019262 GO:0006046
ADAMTS5,GO:0003180 GO:0003184 GO:0003203 GO:0006508 GO:0007520 GO:0022617 GO:0042742 GO:0044691 GO:0120163 GO:0030198
HOXB1,GO:0006355 GO:0007389 GO:0009952 GO:0021570 GO:0021571 GO:0021612 GO:0021754 GO:0045944 GO:0048646 GO:0048704 GO:0006357
EWSR1,GO:0006351 GO:0006355
ZBTB43,GO:0006357
FLOT2,GO:0007155 GO:0008544 GO:0010629 GO:0044860 GO:0045661 GO:0050821 GO:0051092 GO:0072659 GO:0098937 GO:0099072 GO:1902992 GO:1903905
CCDC6,GO:0007010 GO:0008150
VEGFA,GO:1903589 GO:0001569 GO:0001938 GO:0010749 GO:0071456 GO:0000122 GO:0001525 GO:0001541 GO:0001570 GO:0001666 GO:0001701 GO:0001822 GO:0001934 GO:0002042 GO:0002052 GO:0002092 GO:0002687 GO:0003007 GO:0003151 GO:0003169 GO:0007399 GO:0007498 GO:0007595 GO:0008284 GO:0008360 GO:0010595 GO:0010628 GO:0010629 GO:0030224 GO:0030225 GO:0030324 GO:0030335 GO:0030855 GO:0031077 GO:0031334 GO:0031954 GO:0032147 GO:0032793 GO:0033138 GO:0035148 GO:0035767 GO:0035924 GO:0036303 GO:0036324 GO:0038033 GO:0038084 GO:0038091 GO:0038190 GO:0042462 GO:0043066 GO:0043117 GO:0043129 GO:0043154 GO:0043406 GO:0043536 GO:0045766 GO:0045785 GO:0045944 GO:0048010 GO:0048469 GO:0048593 GO:0048842 GO:0048844 GO:0050679 GO:0050731 GO:0050918 GO:0050927 GO:0050930 GO:0051781 GO:0051894 GO:0055013 GO:0060319 GO:0060749 GO:0060948 GO:0060982 GO:0061042 GO:0061419 GO:0071542 GO:0071679 GO:0090037 GO:0090050 GO:0090190 GO:0090259 GO:0097475 GO:0097533 GO:0120162 GO:1900086 GO:1900745 GO:1900748 GO:1901165 GO:1901727 GO:1902336 GO:1903141 GO:1903392 GO:1903572 GO:1903672 GO:1905604 GO:2000048 GO:0002040 GO:0060754
OR4C11,GO:0007186 GO:0050911
MIA3,GO:0002042 GO:0002687 GO:0006887 GO:0006888 GO:0006897 GO:0007029 GO:0007162 GO:0015031 GO:0030336 GO:0042060 GO:0042953 GO:0070973 GO:0090110 GO:0140052 GO:1903038 GO:2000402 GO:0009306 GO:0035459
ZRSR2,GO:0000245 GO:0000398 GO:0008380
TRAV16,GO:0002250
ALKBH3,GO:0006281 GO:0006307 GO:0008283 GO:0035552 GO:0035553
LDB2,GO:0001942 GO:0006351 GO:0010669 GO:0030334 GO:0035019 GO:0043549 GO:0044085 GO:0044089 GO:0007399 GO:0000122 GO:0045944
ZNF43,GO:0045944
UBQLN2,GO:0016241 GO:0030433 GO:1900186 GO:1903071 GO:1904021 GO:2000785 GO:0000045
KIAA1958,
KLF13,GO:0006366 GO:0008285 GO:0045647 GO:0045944 GO:0006357
MAGEA12,GO:0008150 GO:0000122
OCM2,
TMEM154,
ERC1,GO:0006355 GO:0007252 GO:0015031 GO:0042147 GO:0051092 GO:0048790 GO:0048167 GO:0007274
AATK,GO:0008150 GO:0007420 GO:0038083
KCTD2,GO:0051260 GO:0043161
FGF4,GO:0008284 GO:0008543 GO:0001502 GO:0007165 GO:0007267 GO:0010463 GO:0035019 GO:0035116 GO:0042475 GO:0043066 GO:0045944 GO:0051781 GO:0060363 GO:0060561 GO:0060591 GO:0070374 GO:0072089 GO:1904019 GO:1990830 GO:2000544 GO:2000648 GO:0001934 GO:0030154 GO:0030334 GO:0009887 GO:0010628
HYDIN,GO:0002064 GO:0021591 GO:0060438 GO:0003341 GO:1904158
TNFRSF13B,GO:0002250 GO:0007166 GO:0030889 GO:0002244 GO:0001782
TFF3,GO:0010906 GO:0030277
KLHL17,GO:0007420 GO:0016567 GO:0030036 GO:0140252
B4GALNT1,GO:0001574 GO:0005975 GO:0006687 GO:0007033 GO:0007283 GO:0008340 GO:0019915 GO:0021675 GO:0030259 GO:0060173 GO:0061744
GPR12,GO:0006874 GO:0007186
RNASE3,GO:0002227 GO:0006401 GO:0019731 GO:0043152 GO:0045087 GO:0050829 GO:0050830 GO:0061844 GO:0090501 GO:0006935
PDCD4,GO:0006915 GO:0030509 GO:0043066 GO:0043508 GO:0045892 GO:0050729 GO:0060940 GO:0071222 GO:1900016 GO:1901224 GO:1904706 GO:1904761 GO:1905064 GO:1905461 GO:2000353
AP4B1,GO:0006605 GO:0008104 GO:0016192 GO:0061938
COX8C,GO:0006123
DDX23,GO:0000354 GO:0000375 GO:0000398 GO:0008380 GO:0062176
LCE2A,GO:0031424
TRBV6-6,GO:0002250 GO:0007166
OR1S1,GO:0007186 GO:0050911 GO:0007165
CACNG2,GO:0006612 GO:0007528 GO:0051592 GO:0051899 GO:0060081 GO:0060082 GO:0070588 GO:0099645 GO:1904510 GO:2000311 GO:2000969 GO:0019226 GO:0098943 GO:0098970 GO:0051968 GO:0099590
CNBD2,GO:0007283
MAOA,GO:0006576 GO:0009967 GO:0042135 GO:0042420
NDUFA6,GO:0006120 GO:0006979 GO:0009060 GO:0032981 GO:0042776
SLC38A5,GO:0006865 GO:0006867 GO:0006868 GO:0015804 GO:0015816 GO:0015825 GO:0032329 GO:0032973 GO:0035725 GO:0089709 GO:0089718 GO:0150104 GO:1903713 GO:1903803 GO:1903812 GO:1904557
ZNF674,GO:0000122
IGHV3-66,GO:0002250
SPANXD,
ATP13A3,GO:0015847 GO:0098655 GO:0006874 GO:1902047
SHROOM4,GO:0007015 GO:0007420 GO:0030036 GO:0050890
NMNAT1,GO:0009165 GO:0009435 GO:0009611 GO:0045892 GO:1901215 GO:1990966
REXO4,GO:0006281 GO:0006308 GO:0006355 GO:0006364
TRIP10,GO:0006897 GO:0007154 GO:0007165 GO:0030036
SMTNL1,GO:0009410 GO:0014823 GO:0018105 GO:0042310 GO:0045892 GO:0045907 GO:0048644 GO:0030036
C3ORF20,
RNF14,GO:0006355 GO:0006357 GO:0006511 GO:0007165 GO:0016567 GO:0030521 GO:0045893 GO:0060765 GO:0060828 GO:0072344 GO:0000209 GO:0032436
LMNTD2,
POLD1,GO:0000731 GO:0006260 GO:0006261 GO:0006281 GO:0006287 GO:0006297 GO:0009411 GO:0034644 GO:0055089 GO:0070987 GO:0071897 GO:0045004
SNRNP27,GO:0000398 GO:0008150
DAB2IP,GO:0000122 GO:0001525 GO:0001933 GO:0006954 GO:0007049 GO:0007252 GO:0008285 GO:0008625 GO:0010596 GO:0010633 GO:0010719 GO:0010976 GO:0014067 GO:0016525 GO:0021814 GO:0021819 GO:0030163 GO:0030948 GO:0031334 GO:0032088 GO:0034144 GO:0034260 GO:0034620 GO:0035148 GO:0035924 GO:0036324 GO:0042059 GO:0042177 GO:0043065 GO:0043087 GO:0043122 GO:0043124 GO:0043254 GO:0043407 GO:0043410 GO:0043507 GO:0043553 GO:0045087 GO:0045732 GO:0045892 GO:0045944 GO:0046330 GO:0046580 GO:0048147 GO:0048812 GO:0050680 GO:0051726 GO:0070059 GO:0070317 GO:0070373 GO:0071222 GO:0071347 GO:0071356 GO:0071364 GO:0071901 GO:0071902 GO:0072577 GO:0090090 GO:0090129 GO:1900006 GO:1900744 GO:1900747 GO:1901800 GO:1903896 GO:2001224 GO:2001235
MAPK8,GO:0007258 GO:0009411 GO:0043066 GO:0071222 GO:0006468 GO:0006979 GO:0007254 GO:0010628 GO:0016241 GO:0018105 GO:0018107 GO:0031281 GO:0031343 GO:0032091 GO:0032880 GO:0034198 GO:0034599 GO:0034614 GO:0038095 GO:0042752 GO:0043065 GO:0048511 GO:0051090 GO:0051247 GO:0051403 GO:0071260 GO:0071276 GO:0090045 GO:0090398 GO:1900227 GO:1900740 GO:1902595 GO:0009612
TECR,GO:0006665 GO:0030497 GO:0035338 GO:0042761
TIMM29,GO:0045039
SLAMF7,GO:0002250 GO:0007155 GO:0030101 GO:0042267 GO:0042110
NEIL3,GO:0006284 GO:0006285 GO:0036297 GO:0045007
KCTD13,GO:0016477 GO:0016567 GO:0035024 GO:0043149 GO:0043161 GO:0045740 GO:0050806 GO:0051260
PPP2R1A,GO:0006275 GO:0006355 GO:0006470 GO:0006672 GO:0006915 GO:0007059 GO:0007143 GO:0008380 GO:0010033 GO:0019932 GO:0030111 GO:0030155 GO:0030308 GO:0040008 GO:0042532 GO:0043029 GO:0043409 GO:0045595 GO:0051232 GO:0051306 GO:0051754 GO:0051898 GO:0065003 GO:0070262 GO:1903538 GO:2001241
ST3GAL3,GO:0009312 GO:0010706 GO:0016266 GO:0018146 GO:0019082 GO:0097503 GO:0006486
TRBC2,GO:0002250 GO:0046631 GO:0050852
BMP15,GO:0007292 GO:0010862 GO:0060395 GO:0030509
HCLS1,GO:0000122 GO:0006355 GO:0007015 GO:0008284 GO:0009725 GO:0014068 GO:0030218 GO:0030833 GO:0030854 GO:0033138 GO:0035556 GO:0042307 GO:0042531 GO:0045651 GO:0045944 GO:0050731 GO:0051091 GO:0051897 GO:0071345 GO:2000107 GO:0007165
ERMN,GO:0007015 GO:0008360 GO:0031344 GO:0001763
GPR160,GO:0007186
PLA2G4F,GO:0001516 GO:0036148 GO:0050482 GO:0071236 GO:0071407 GO:0046475
SEMA4A,GO:0001525 GO:0007409 GO:0008360 GO:0010594 GO:0016525 GO:0045063 GO:1904891 GO:1905704 GO:0030335 GO:0001755 GO:0050919 GO:0071526 GO:0007411 GO:0048843
ALDH4A1,GO:0006560 GO:0006562 GO:0010133 GO:0019470 GO:0022900
EEF1B2,GO:0006414
H3-3B,
PRSS50,GO:0006508
OR14K1,GO:0007186 GO:0050911
GMPR2,GO:0006144 GO:0046037
PHETA1,GO:0001881 GO:0007032 GO:0042147
ADRA1D,GO:0007186 GO:0007188 GO:0008284 GO:0150099 GO:0007200 GO:0071880 GO:0007267 GO:0045907 GO:0007204
IL2RA,GO:0002437 GO:0002664 GO:0006915 GO:0006924 GO:0006955 GO:0007166 GO:0007219 GO:0038110 GO:0042104 GO:0042130 GO:0045582 GO:0046013 GO:0050728 GO:0050798 GO:2000561 GO:0006954
MRGPRX1,GO:0006953 GO:0007165 GO:0007166 GO:1902349 GO:0007186
TRIO,GO:0006468 GO:0007185 GO:0045599 GO:0048812 GO:0051056 GO:0099170 GO:0007411
ATP1A2,GO:0001662 GO:0002026 GO:0002087 GO:0006937 GO:0021764 GO:0021989 GO:0040011 GO:0045822 GO:0045823 GO:0051481 GO:0001504 GO:0006813 GO:0006814 GO:0006883 GO:0006940 GO:0006942 GO:0008217 GO:0008344 GO:0008542 GO:0010248 GO:0010881 GO:0010996 GO:0019229 GO:0030007 GO:0035094 GO:0035641 GO:0035725 GO:0036376 GO:0045988 GO:0046034 GO:0051946 GO:0051966 GO:0055119 GO:0060048 GO:0071260 GO:0071383 GO:0071805 GO:0086004 GO:0086009 GO:0086012 GO:0086064 GO:0098655 GO:0150104 GO:1903170 GO:1903280 GO:1903416 GO:1990573 GO:1902600
IGHV6-1,GO:0002250
DYNC1I2,GO:0007018 GO:0010970
OR1L8,GO:0007186 GO:0050911 GO:0007165
S100A7L2,
ITIH2,GO:0010466 GO:0030212
FBXO33,GO:0016567 GO:0031146 GO:0031398
SRPRB,GO:0006617 GO:0045047
CFAP70,GO:0003341 GO:0008150 GO:0060271
ZNF534,GO:0006355
SIK3,GO:0006468 GO:1904263 GO:1904515 GO:0000226 GO:0035556
ADGRF5,GO:0003094 GO:0007166 GO:0007186 GO:0008654 GO:0042116 GO:0042593 GO:0043031 GO:0043129 GO:0048821 GO:0061626 GO:0071073 GO:0045444 GO:0007189 GO:0006112 GO:0019216
IGHA1,GO:0001895 GO:0002250 GO:0003094 GO:0006955 GO:0019731 GO:0050853 GO:0060267
SGK1,GO:0001558 GO:0006468 GO:0006814 GO:0006915 GO:0006974 GO:0007616 GO:0008217 GO:0030334 GO:0032411 GO:0042127 GO:0042981 GO:0050790 GO:0051090 GO:0060453 GO:0070294 GO:1901796 GO:1904045 GO:0018105 GO:0048812 GO:0035556
ITIH4,GO:0006953 GO:0010466 GO:0030212 GO:0034097
NLRP1,GO:0002221 GO:0006915 GO:0006919 GO:0006954 GO:0031098 GO:0032495 GO:0032731 GO:0042742 GO:0042981 GO:0050727 GO:0050729 GO:0051260 GO:0051402 GO:0051607 GO:0070269 GO:0071493 GO:0097264 GO:0140374 GO:1904784
MACROD2,GO:0006974 GO:0007420 GO:0009617 GO:0042278 GO:0051725 GO:0140291
ZDHHC9,GO:0000165 GO:0018230 GO:0018345 GO:0044794 GO:0006612
ZKSCAN3,GO:0000122 GO:0006914 GO:0007040 GO:0010507 GO:0045892 GO:0045893 GO:2000773 GO:0006357
FAM216A,
IRF2BP1,GO:0000122 GO:0000209 GO:0006357
CLEC14A,GO:0001946 GO:0002042 GO:0036324 GO:0036325 GO:0016477
SLC25A24,GO:0006839 GO:0034599 GO:0051503 GO:0071277 GO:1990544 GO:0015867 GO:0015866
PSME3,GO:0006915 GO:0007049 GO:0061136 GO:2001237 GO:0010950 GO:2000045
MRRF,GO:0032790 GO:0006412
MADD,GO:0007166 GO:0032483 GO:0042981 GO:0043410 GO:0051726 GO:0097194 GO:1902041 GO:2001236
WDR86,
RAB17,GO:0002415 GO:0032401 GO:0032402 GO:0032456 GO:0045056 GO:0046847 GO:0050773 GO:0051489 GO:0051963 GO:0060271 GO:0006897 GO:0030100 GO:0006886
GAL3ST4,GO:0009101 GO:0006790 GO:0007267 GO:0009100 GO:0009247 GO:0009311 GO:0030166
NFASC,GO:0007422 GO:0042552 GO:0072659 GO:0098609 GO:0007420 GO:0007411
MUC1,GO:0006351 GO:0006977 GO:0006978 GO:0010944 GO:0033629 GO:0036003 GO:0043618 GO:0051179 GO:0090240 GO:1902166
CLN8,GO:0006644 GO:0006672 GO:0006869 GO:0007006 GO:0007040 GO:0007399 GO:0007601 GO:0007628 GO:0008203 GO:0008306 GO:0008361 GO:0008610 GO:0021523 GO:0030163 GO:0035176 GO:0043524 GO:0045494 GO:0045861 GO:0046513 GO:0050881 GO:0050884 GO:0050885 GO:0051935 GO:0060041 GO:0060052 GO:0097473 GO:0055088
HID1,
TBX3,GO:0009887 GO:0035136 GO:0000122 GO:0001501 GO:0001568 GO:0001701 GO:0001947 GO:0003151 GO:0003167 GO:0003272 GO:0006351 GO:0006357 GO:0008284 GO:0008595 GO:0010159 GO:0019827 GO:0021761 GO:0030539 GO:0030540 GO:0030857 GO:0030879 GO:0031647 GO:0032275 GO:0035115 GO:0035116 GO:0036302 GO:0042733 GO:0043066 GO:0045662 GO:0045787 GO:0045892 GO:0045944 GO:0046884 GO:0048332 GO:0048752 GO:0051145 GO:0060021 GO:0060317 GO:0060412 GO:0060444 GO:0060596 GO:0060923 GO:0060931 GO:0061017 GO:0061635 GO:0072089 GO:0072105 GO:0090398 GO:1905072 GO:1905222 GO:2000137 GO:2000648 GO:2000737 GO:0001708
ANKRD20A1,
AMZ1,GO:0006508
PRKACG,GO:0003091 GO:0007283 GO:0008584 GO:0034380 GO:0010737 GO:0018105
ABHD4,GO:0016042 GO:0036152 GO:0070292 GO:0006654 GO:0055088
SACM1L,GO:0006661 GO:0046856
SCNM1,GO:0000380 GO:0008380
MBLAC1,GO:0008334 GO:0031124 GO:0090502 GO:1900087
DCAF12,GO:0010506 GO:0016567 GO:0140627
SGTA,GO:0030433 GO:0071816 GO:1903070 GO:1903071 GO:2000059 GO:0006620
SLC3A2,GO:0043330 GO:0005975 GO:0006816 GO:0006865 GO:0015818 GO:0015820 GO:0015821 GO:0015823 GO:0015824 GO:0015827 GO:0015828 GO:0015829 GO:0035725 GO:0046718 GO:0070327 GO:0098713 GO:1902024 GO:1903801 GO:1904273
AKAP6,GO:0001508 GO:0006605 GO:0010738 GO:0010880 GO:0019933 GO:0030307 GO:0051281 GO:0060306 GO:0060316 GO:0061051 GO:0070886 GO:0071320 GO:0071345 GO:1901381 GO:1902261
PER2,GO:0000122 GO:0002931 GO:0005978 GO:0006094 GO:0006338 GO:0006631 GO:0007623 GO:0019229 GO:0019249 GO:0031397 GO:0032922 GO:0042752 GO:0042754 GO:0045892 GO:0045893 GO:0050767 GO:0050796 GO:0050872 GO:0051726 GO:0051946 GO:0070345 GO:0097167 GO:0120162 GO:2000678 GO:0043153
SPATS1,
MRPS31,GO:0032543
OLR1,GO:0002376 GO:0006508 GO:0006897 GO:0008015 GO:0006954 GO:0008219 GO:0042157 GO:0007159
SMARCA1,GO:0006338 GO:0006355 GO:0007420 GO:0030182 GO:0045893 GO:0045944
CEL,GO:0006629 GO:0030157 GO:0030299 GO:0042572 GO:0046514
MGLL,GO:0006629 GO:0006633 GO:0006954 GO:0009966 GO:0019369 GO:0019433 GO:0046464 GO:0050727 GO:0051930 GO:0052651 GO:2000124
LILRA1,GO:0002250 GO:0006952 GO:0007166 GO:0019221
MOB3C,GO:0007165 GO:0001934
HCK,GO:0002522 GO:0002758 GO:0002862 GO:0006468 GO:0006954 GO:0007155 GO:0007229 GO:0007498 GO:0008284 GO:0008360 GO:0018108 GO:0019221 GO:0030838 GO:0031663 GO:0032956 GO:0035556 GO:0038096 GO:0043066 GO:0043299 GO:0045728 GO:0046777 GO:0050727 GO:0050764 GO:0051090 GO:0051179 GO:0060333 GO:0071801 GO:2000251 GO:0045087 GO:0007169 GO:0030154
OR13F1,GO:0007186 GO:0050911
CCS,GO:0006801 GO:0015680 GO:0034599 GO:0051353 GO:0019430
ZSCAN29,GO:0006357
PON1,GO:0008203 GO:0010875 GO:0019439 GO:0031667 GO:0032411 GO:0032496 GO:0046395 GO:0046434 GO:0046470 GO:0051099 GO:0070542 GO:1902617 GO:0009636
MYL11,GO:0006936 GO:0006955 GO:0007519 GO:0033275 GO:0060415
IGFALS,GO:0007155 GO:0007165
TMED6,GO:0006888 GO:0006886 GO:0007030
ELL3,GO:0006354 GO:0006366 GO:0006368 GO:0007283 GO:0010717 GO:0032786 GO:0042771 GO:0042795 GO:0045944 GO:0048863 GO:0050769 GO:0061351 GO:0072089 GO:1902166 GO:2000179 GO:2000648 GO:0032968
CLPSL2,GO:0007586 GO:0016042 GO:0032094
