Gene,GO Terms
ITPKB,GO:0000165 GO:0001932 GO:0002262 GO:0007165 GO:0007166 GO:0016310 GO:0032957 GO:0033030 GO:0035726 GO:0045059 GO:0045638 GO:0046579 GO:0046638 GO:0046854 GO:0071277 GO:0032958
CYSLTR1,GO:0002437 GO:0006816 GO:0006935 GO:0006952 GO:0007166 GO:0007204 GO:0007585 GO:0051649 GO:0061737 GO:0007218
ARHGAP6,GO:0007266 GO:0030041 GO:0043547 GO:0048041 GO:0051056 GO:0051497 GO:0051895 GO:0007202
GPR75-ASB3,
RMDN3,GO:0006874 GO:0006915 GO:0030154
FZD8,GO:0001525 GO:0007186 GO:0030182 GO:0033077 GO:0043507 GO:0060070 GO:0035567
PCDHA2,GO:0007156 GO:0007399 GO:0007155
LRGUK,GO:0007283 GO:0016310 GO:0030154 GO:0035082 GO:0046037 GO:0046710
ZNF670,GO:0006629 GO:0044255 GO:0006355
CALD1,GO:0006936 GO:0001525 GO:0051017
OR9A4,GO:0007186 GO:0050911
KPNB1,GO:0006606 GO:0006404 GO:0006607 GO:0006610 GO:0007079 GO:0007080 GO:0030953 GO:0031291 GO:0040001 GO:0045184 GO:0090307
LAX1,GO:0002250 GO:0006955 GO:0035556 GO:0042113 GO:0043407 GO:0050868 GO:0046649 GO:0050851
AKR1B15,GO:0006703 GO:0042572
TTLL10,GO:0018094
KIN,GO:0006260 GO:0006281 GO:0006310 GO:0006397 GO:0006974
CA3,GO:0006979 GO:0009617 GO:0045471
KRT3,GO:0030855 GO:0045104 GO:0031424 GO:0045109
UBN1,GO:0006334
SCNN1D,GO:0006814 GO:0006883 GO:0008217 GO:0050914 GO:0050915 GO:0071468 GO:0098719 GO:1904045 GO:1904117 GO:0035725
MUSTN1,GO:0002062 GO:0010628 GO:0032332 GO:0035988 GO:0042246 GO:1902730 GO:1902732
NLRX1,GO:0010936 GO:0032688 GO:0032715 GO:0039536 GO:0045087 GO:0045824 GO:0050728 GO:0043124
GAS1,GO:0045930 GO:0007049 GO:0008589 GO:0010955 GO:0035924 GO:0042981 GO:0045165 GO:0048589 GO:0060628
POLDIP3,GO:0016973 GO:0045727
C2ORF68,
NPM3,GO:0006364 GO:0009303 GO:0006338
ASIC4,GO:0001662 GO:0035725
ANKLE1,GO:0006611 GO:0006974 GO:0045950 GO:0090305 GO:1905453 GO:1905456 GO:0000724 GO:0000712
SRXN1,GO:0006979 GO:0098869 GO:0034599
ZZEF1,GO:0006325
CLEC3B,GO:0001503 GO:0010756 GO:0030282 GO:0071310 GO:0071560
PRR14,GO:0007517
CACNA1S,GO:0001501 GO:0002074 GO:0006816 GO:0006936 GO:0006941 GO:0007029 GO:0007520 GO:0007528 GO:0034765 GO:0043501 GO:0045933 GO:0048741 GO:0070588 GO:0071313 GO:0098703
VGLL2,GO:0007519 GO:0045944 GO:0006357
FAH,GO:0006527 GO:0006559 GO:0006629 GO:0006572 GO:1902000
THSD4,GO:0048251 GO:0160054 GO:0030198
SP3,GO:0000122 GO:0001503 GO:0001779 GO:0001829 GO:0001889 GO:0001892 GO:0002318 GO:0006355 GO:0030183 GO:0030217 GO:0030219 GO:0030224 GO:0030324 GO:0030851 GO:0043353 GO:0045892 GO:0045893 GO:0045944 GO:0048596 GO:0048706 GO:0060136 GO:0060216 GO:0006357
ZNF74,GO:0006355
HACD1,GO:0035338 GO:0030148 GO:0030497 GO:0042761
OR4K13,GO:0007186 GO:0050911
PXDN,GO:0001525 GO:0070831 GO:0001654 GO:0001960 GO:0006955 GO:0006979 GO:0007155 GO:0030198 GO:0030199 GO:0042744 GO:0051260 GO:0070207 GO:0071711 GO:0098869
SP110,GO:0006357
GRP,GO:0007218 GO:0007165 GO:0035176 GO:0036343 GO:0043207 GO:0043303 GO:0090277 GO:1900738 GO:1903817 GO:1903942 GO:1905151 GO:2000987
CCDC113,GO:0060271
OR1E1,GO:0007186 GO:0007608 GO:0050911 GO:0007165
SLC38A7,GO:0006814 GO:0006867 GO:0006868 GO:0003333
TUBB2A,GO:0021987 GO:0000226 GO:0000278
NETO2,GO:0098696 GO:0098962 GO:0099645
SLC5A5,GO:0006590 GO:0006811 GO:0015705 GO:0035725 GO:0071320 GO:0071371 GO:0150104 GO:1904200 GO:1904322 GO:1904401 GO:0006814
YIPF6,GO:0006888 GO:0060576
PDZD8,GO:0006869 GO:0007010 GO:0022604 GO:0051560 GO:1990456
NMRAL1,
OR9I1,GO:0050911 GO:0007186 GO:0007608
SMOC2,GO:0010595 GO:0035470 GO:0045743 GO:0045766 GO:0045931 GO:1900748 GO:2000573 GO:2001028 GO:0030198
AGAP2,GO:0016197 GO:0030036 GO:0042177 GO:0043524 GO:0045860 GO:0015031 GO:0061903 GO:0090630
PACS2,GO:0000045 GO:0034497 GO:0006915 GO:0032469 GO:0072659 GO:1990456
KLF14,GO:0045944 GO:1902070 GO:0006357
GLI2,GO:0000122 GO:0001501 GO:0001822 GO:0002076 GO:0007224 GO:0007389 GO:0007411 GO:0007418 GO:0007442 GO:0007507 GO:0009954 GO:0021508 GO:0021513 GO:0021517 GO:0021696 GO:0021775 GO:0021965 GO:0021983 GO:0030324 GO:0030879 GO:0030902 GO:0031069 GO:0033089 GO:0035295 GO:0042475 GO:0045740 GO:0045893 GO:0045944 GO:0048566 GO:0048589 GO:0048666 GO:0048754 GO:1990787 GO:0006357
PNMA5,GO:0043065
C4BPA,GO:0006958 GO:0009609 GO:0045087 GO:0045732 GO:0045959 GO:1903027 GO:0002456
ACSF3,GO:0006631 GO:0006633 GO:0035338 GO:0090410
ZMYM4,GO:0007010 GO:0022604
FOXF2,GO:0045944 GO:0001837 GO:0030198 GO:0032434 GO:0042249 GO:0045892 GO:0045893 GO:0048566 GO:0048596 GO:0048806 GO:0060021 GO:1902914 GO:0009887 GO:0006357
POLR1F,GO:0006352 GO:0006360 GO:1990830
LY6K,GO:0007339
GTF2H3,GO:0006281 GO:0006355 GO:0006366 GO:0006289
SELENOV,GO:0010269
LRRC19,GO:1901224 GO:0001817 GO:0002224 GO:0038008 GO:0048874 GO:0050727 GO:0032637
TBC1D12,GO:0090630 GO:2000785
DOCK2,GO:0001766 GO:0001768 GO:0001771 GO:0002277 GO:0006935 GO:0007264 GO:0030036 GO:0044351 GO:0045059 GO:0045060 GO:0046633 GO:0050766 GO:0051056 GO:0007520 GO:0016477
ZNF41,GO:0006355
RABEP2,GO:0006897 GO:0007165 GO:0015031 GO:0030030 GO:1902017
WWP1,GO:0007165 GO:0007417 GO:0016567 GO:0034220 GO:0045892 GO:0046718 GO:0043161
RIMS1,GO:0006886 GO:0007601 GO:0010628 GO:0016079 GO:0017156 GO:0030154 GO:0045055 GO:0046903 GO:0046928 GO:0050896 GO:0060478 GO:0061025 GO:0065003 GO:0097151 GO:1903861 GO:2000463 GO:0042391 GO:0048167 GO:0048791 GO:2000300 GO:0050806
PUS1,GO:0006397 GO:0008380 GO:0031119 GO:0070902 GO:1990481
CRACR2B,GO:0002115 GO:2001256
KRTAP9-3,
RPL22,GO:0002181 GO:0006412 GO:0046632 GO:0140236
TRAM1L1,GO:0006616 GO:0045048
SLC29A4,GO:0001692 GO:0006836 GO:0006837 GO:0015695 GO:0015844 GO:0015872 GO:0015874 GO:0032238 GO:0042908 GO:0048241 GO:0051608 GO:0051610 GO:0051615 GO:0051620 GO:0051625 GO:0090494 GO:0098655 GO:0140115 GO:0150104 GO:1901642 GO:1901998 GO:1903825
BCL2,GO:0000209 GO:0006915 GO:0008625 GO:0009410 GO:0009636 GO:0030307 GO:0034097 GO:0042100 GO:0043066 GO:0043524 GO:0051924 GO:0070059 GO:2001240 GO:0000082 GO:0001503 GO:0001541 GO:0001656 GO:0001658 GO:0001662 GO:0001782 GO:0001783 GO:0001836 GO:0001952 GO:0002320 GO:0002326 GO:0002903 GO:0002931 GO:0003014 GO:0006470 GO:0006582 GO:0006808 GO:0006959 GO:0006974 GO:0007015 GO:0007409 GO:0007565 GO:0008284 GO:0008584 GO:0008631 GO:0009314 GO:0009791 GO:0010039 GO:0010224 GO:0010332 GO:0010468 GO:0010507 GO:0010523 GO:0010559 GO:0014031 GO:0014042 GO:0014909 GO:0014911 GO:0018105 GO:0018107 GO:0021747 GO:0022612 GO:0022898 GO:0030279 GO:0030308 GO:0030318 GO:0030336 GO:0030890 GO:0031069 GO:0031103 GO:0031647 GO:0032469 GO:0032835 GO:0032848 GO:0032880 GO:0033028 GO:0033033 GO:0033077 GO:0033138 GO:0033687 GO:0033689 GO:0035094 GO:0035265 GO:0040018 GO:0042149 GO:0042542 GO:0042551 GO:0043029 GO:0043065 GO:0043085 GO:0043200 GO:0043375 GO:0043583 GO:0045069 GO:0045636 GO:0046666 GO:0046671 GO:0046902 GO:0048041 GO:0048536 GO:0048538 GO:0048546 GO:0048599 GO:0048741 GO:0048743 GO:0048753 GO:0048864 GO:0048873 GO:0050853 GO:0051384 GO:0051402 GO:0051607 GO:0051881 GO:0051902 GO:0060218 GO:0060402 GO:0070231 GO:0070233 GO:0071310 GO:0071456 GO:0072593 GO:0097048 GO:0097049 GO:0098609 GO:1902166 GO:1904019 GO:1904036 GO:2000134 GO:2000378 GO:2000669 GO:2000672 GO:2000811 GO:2001234 GO:2001243 GO:0008630 GO:0097192
SAE1,GO:0016567 GO:0016925 GO:0033235 GO:1903955
ZFP57,GO:0006349 GO:0043045 GO:0000122
UQCC1,GO:0034551
IFIT1B,GO:0051607
NOL12,
PCF11,GO:0006379 GO:0006369 GO:0006378
CLUAP1,GO:0001843 GO:0001947 GO:0007224 GO:0021508 GO:0035082 GO:0035720 GO:0060271
EIF2S2,GO:0001701 GO:0002176 GO:0006413 GO:0008584 GO:0001732 GO:0001731
ZNF180,GO:0000122
FAM209B,GO:0007283 GO:0030154
TTLL11,GO:0018095 GO:0051013 GO:0000226
UBTD1,
BMERB1,GO:0007019 GO:0021814 GO:0021822 GO:0007026
TNFSF13B,GO:0001782 GO:0002467 GO:0002636 GO:0007165 GO:0030183 GO:0030890 GO:0031295 GO:0031296 GO:0033209 GO:0042098 GO:0042100 GO:0042102
KLHL18,GO:0007049 GO:0016567 GO:0051301 GO:1901992
ELAVL4,GO:0006396 GO:0006397 GO:0007626 GO:0008306 GO:0008380 GO:0021895 GO:0031099 GO:0034976 GO:0042220 GO:0048813 GO:0070935 GO:0140245 GO:1900006 GO:1905870 GO:1990090
MACROD1,GO:0006974 GO:0042278 GO:0051725 GO:0140291
CLEC18B,
CYTIP,GO:0030155
OR10H4,GO:0007186 GO:0008150 GO:0050911
TRIM36,GO:0000281 GO:0007051 GO:0051726 GO:0070507 GO:0007340
C1QA,GO:0001774 GO:0006956 GO:0006958 GO:0007267 GO:0016322 GO:0045087 GO:0048143 GO:0050808 GO:0098883 GO:0150062 GO:0150064 GO:1901216
EMID1,
SBNO2,GO:0002281 GO:0030282 GO:0045892 GO:0050727 GO:0061430 GO:0071222 GO:0071348 GO:0071354 GO:0072675 GO:1990830 GO:0030316 GO:0045944
N4BP3,GO:0045087 GO:0007399
TIRAP,GO:0002755 GO:0006954 GO:0007166 GO:0007250 GO:0030099 GO:0030890 GO:0031334 GO:0032496 GO:0032648 GO:0032735 GO:0032738 GO:0032755 GO:0032757 GO:0032760 GO:0034137 GO:0034141 GO:0034142 GO:0034145 GO:0035665 GO:0043123 GO:0045087 GO:0045088 GO:0046330 GO:0050830 GO:0051092 GO:0070374 GO:0070935 GO:0071221 GO:0071223 GO:0090023 GO:2000340 GO:2000343 GO:0007249 GO:0032872 GO:0045089
TMEM218,
KRTAP10-10,
KMT2C,GO:0006338 GO:0051568 GO:0045944
RIPPLY3,GO:0007507 GO:0008150 GO:0008283 GO:0008285 GO:0060037 GO:0009880 GO:0000122
NEBL,GO:0071691
PSORS1C1,
DNAH17,GO:0036158 GO:0060285 GO:0003341
IFIT2,GO:0008637 GO:0009615 GO:0032091 GO:0043065 GO:0140374 GO:0051607
OR2M3,GO:0007186 GO:0050911
C16ORF92,
CEP43,GO:0006469 GO:0008284 GO:0030030 GO:0030307 GO:0030335 GO:0034453
DMBT1,GO:0006897 GO:0015031 GO:0030855 GO:0043152 GO:0045087 GO:0050829 GO:0050830 GO:0051607
ALDH3B1,GO:0006979 GO:0034599 GO:0046185 GO:0006066 GO:0006068 GO:0006629 GO:0030148 GO:0006081
PSG2,GO:0007565 GO:0016477 GO:0007157
BHLHA15,GO:0006851 GO:0007030 GO:0007186 GO:0007267 GO:0010832 GO:0019722 GO:0030968 GO:0042149 GO:0042593 GO:0048312 GO:0051649 GO:0072560 GO:0045944 GO:0048663 GO:0061564 GO:0007423
SEMG1,GO:0007320 GO:0019731 GO:0031640 GO:0050817 GO:0061844 GO:0090281 GO:1900005 GO:1901318 GO:0048240
YKT6,GO:0006888 GO:0006903 GO:0006904 GO:0015031 GO:0042147 GO:0061025
PCNP,GO:0007049 GO:0016567 GO:0043161
CTTNBP2,GO:0007420 GO:1905274 GO:0050807
ACCS,GO:0009058 GO:0006520
PTPN5,GO:0006470 GO:0007165 GO:0035335
COCH,GO:0007605 GO:0008360
MCTS1,GO:0001731 GO:0006974 GO:0007049 GO:0008284 GO:0032790 GO:0075522
COX5B,GO:0006123 GO:0007585 GO:0045333 GO:1902600
THNSL1,GO:0008150
HOXD1,GO:0019233 GO:0030182 GO:0048706 GO:0006357
SRA1,GO:0006915 GO:0007346 GO:0030154 GO:0042981 GO:0045662 GO:0045893 GO:0071391
LPIN1,GO:0006642 GO:0006654 GO:0007077 GO:0009062 GO:0019432 GO:0031100 GO:0031642 GO:0045740 GO:0120162 GO:1903741 GO:0045944 GO:0032869
RGS14,GO:0000278 GO:0006913 GO:0006979 GO:0007051 GO:0007059 GO:0007186 GO:0007612 GO:0007616 GO:0008542 GO:0010070 GO:0031914 GO:0043407 GO:0043547 GO:0043620 GO:0045744 GO:0048008 GO:0050769 GO:0051301 GO:0060291 GO:0070373 GO:0008277
RIN1,GO:0006897 GO:0007165
TMEM54,GO:0008150
EHMT2,GO:0000122 GO:0009267 GO:0034968 GO:0006275 GO:0006306 GO:0006338 GO:0007130 GO:0007286 GO:0007616 GO:0009566 GO:0010424 GO:0018027 GO:0031060 GO:0035265 GO:0036166 GO:0044030 GO:0045471 GO:0048148 GO:0048599 GO:0048665 GO:0060992 GO:0071314 GO:0071466 GO:1902902 GO:0051570
LYZL4,GO:0009566 GO:0007342
RUNDC3B,
CCDC103,GO:0001947 GO:0003341 GO:0036158 GO:0036159 GO:0060287 GO:0070286 GO:0071907 GO:0007368 GO:0003351
ZNF768,GO:0006366
NONO,GO:0002218 GO:0006281 GO:0006310 GO:0006397 GO:0007623 GO:0008380 GO:0042752 GO:0045087 GO:0045892 GO:1903377 GO:0006355
H3C3,
WDR20,
CASS4,GO:0007155 GO:0030335 GO:0051897 GO:0061098 GO:1900026 GO:0016477 GO:0007169 GO:0090527
NUDT1,GO:0006152 GO:0006281 GO:0006979 GO:0008584 GO:0042262 GO:0046686
CLPSL1,GO:0007586 GO:0016042 GO:0032094
RBSN,GO:0015031 GO:0016197 GO:0034498 GO:0090160 GO:1903358
FNIP2,GO:0000122 GO:0001932 GO:0006468 GO:0008630 GO:0031334 GO:0033138
SNW1,GO:0045892 GO:0000122 GO:0000398 GO:0006357 GO:0030511 GO:0042771 GO:0043923 GO:0045944 GO:0048026 GO:0048384 GO:0048385 GO:0050769 GO:0070562 GO:0070564 GO:0071300
OAS1,GO:0006006 GO:0009615 GO:0032728 GO:0032760 GO:0034138 GO:0034142 GO:0035458 GO:0042593 GO:0042742 GO:0043129 GO:0045071 GO:0051607 GO:0060339 GO:0060700 GO:0070106 GO:0071639 GO:0071659 GO:0098586 GO:0140374 GO:2000342
CLDN9,GO:0016338 GO:0046718 GO:0070830 GO:0007155
GJB3,GO:0001701 GO:0001890 GO:0007283 GO:0043588 GO:0055085 GO:0071300 GO:0007267
PSAP,GO:0006665 GO:0007041 GO:0010506 GO:1903771 GO:1905572 GO:0060742 GO:0060736 GO:0019216 GO:0007193
RBMS3,GO:0002357 GO:0010628 GO:0010629 GO:0090090
NOVA1,GO:0000381 GO:0006396 GO:0007399 GO:0008380 GO:0120163 GO:0000398
ADAM12,GO:0007155 GO:0007520 GO:0045766 GO:0006508
LCE2C,GO:0031424
SOHLH1,GO:0006357 GO:0007283 GO:0009994 GO:0030154
RPS6KB2-AS1,
ZBTB26,GO:0008150 GO:0002682 GO:0000122 GO:0001817
GH2,GO:0031667 GO:0045927 GO:0060396 GO:0046427 GO:0042531 GO:0048513
DIO2,GO:0001514 GO:0006590 GO:0042403 GO:0042404 GO:0042446 GO:0044255 GO:0050873 GO:0120162
TEX15,GO:0006346 GO:0006281 GO:0007283 GO:0010526 GO:0030154 GO:0007140 GO:0010569 GO:0007130
IRGQ,
TMEM258,GO:0006487 GO:0006954 GO:0034976 GO:1904019
SLC7A1,GO:0042102 GO:0006865 GO:0015807 GO:0015819 GO:0015822 GO:0046718 GO:0089718 GO:0097638 GO:0150104 GO:1903352 GO:1903401 GO:1903810 GO:1903826
FUCA1,GO:0006004 GO:0006027 GO:0016139 GO:0019377
PSIP1,GO:0000395 GO:0006979 GO:0009408 GO:0006338
GK5,GO:0019563 GO:0016310 GO:0006641 GO:0006071 GO:0046167
PBRM1,GO:0000278 GO:0006338 GO:0006357 GO:0008285 GO:0030071 GO:0045582 GO:0045597 GO:0045663 GO:0070316 GO:2000045 GO:2000781 GO:2000819 GO:0006368
TRAT1,GO:0001920 GO:0050850 GO:0050862 GO:0051051 GO:0002250 GO:0006968 GO:0007165 GO:0007169
TMED10,GO:0006886 GO:0006888 GO:0006890 GO:0032732 GO:0035459 GO:0035964 GO:0045055 GO:0048199 GO:0048205 GO:0048208 GO:0050714 GO:0071806 GO:0106272 GO:0106273 GO:1902003 GO:1902960 GO:0007030
SUN1,GO:0007129 GO:0007283 GO:0021817 GO:0051642 GO:0070197 GO:0090292
SLC2A5,GO:0003044 GO:0005975 GO:0009750 GO:0015755 GO:0071332 GO:0106001 GO:1904659 GO:1990539
ATP4A,GO:0009410 GO:0010155 GO:0010248 GO:0034220 GO:0045851 GO:0036376 GO:1902600 GO:0006883 GO:1990573 GO:0030007
MAN2C1,GO:0006013 GO:0009313
SCRT2,GO:0000122 GO:1902042 GO:2001222 GO:0006355
HVCN1,GO:0009268 GO:0010043 GO:0032930 GO:0034765 GO:0045454 GO:0051453 GO:0071294 GO:0071467 GO:1902600
TAF12,GO:0006282 GO:0006352 GO:0006355 GO:0006357 GO:0006366 GO:0006367 GO:0006468 GO:0016573 GO:0035521 GO:0035522 GO:0042789 GO:0043484 GO:0043966 GO:0045893 GO:0045944 GO:0051091 GO:0051123 GO:0060261
SEC11C,GO:0006465
KLRC2,GO:0002223 GO:0002228 GO:0002250 GO:0006968 GO:0007165 GO:0032814 GO:0043323 GO:0045954
VNN3P,
AHCY,GO:0006730 GO:0033353
HIGD1C,GO:0097250
PFKFB1,GO:0006000 GO:0006003 GO:0006094 GO:0006096 GO:0031100 GO:0032868 GO:0033133 GO:0033762 GO:0042594 GO:0046835 GO:0051384 GO:0051591 GO:1904539
SPINK2,GO:0001675 GO:0007286 GO:1900004
SGO1,GO:0010457 GO:0045132 GO:0007059 GO:0008608 GO:0051301 GO:0071962 GO:0000070
IFIH1,GO:0002753 GO:0009597 GO:0009615 GO:0016925 GO:0032727 GO:0032728 GO:0032755 GO:0032760 GO:0034344 GO:0039530 GO:0045071 GO:0045087 GO:0051259 GO:0051607 GO:0060337 GO:0060760 GO:0071360 GO:0098586 GO:0140374
TCEAL5,
ANKRD13C,GO:0006621 GO:0010469 GO:2000209
PRSS23,GO:0006508
NOMO2,GO:0160063
DRD5,GO:0001963 GO:0001975 GO:0001992 GO:0001994 GO:0006874 GO:0007189 GO:0007190 GO:0007191 GO:0007268 GO:0008306 GO:0019226 GO:0033861 GO:0042060 GO:0042220 GO:0045762 GO:0045776 GO:0045924 GO:0046960 GO:0060158 GO:0060292 GO:0071870 GO:0072593 GO:0071880 GO:0007212
TOP1,GO:0006265 GO:0006338 GO:0007623 GO:0009410 GO:0012501 GO:0016310 GO:0018105 GO:0032922 GO:0040016 GO:0007059 GO:0006260
C4ORF19,
CLDND2,
PLCXD2,GO:0007165 GO:0016042
DUSP11,GO:0006396 GO:0006470
LTN1,GO:0051865 GO:1990116 GO:0072344
SATB2,GO:0000122 GO:0001764 GO:0002076 GO:0009880 GO:0045944 GO:0048704 GO:0051216 GO:0060021 GO:0071310 GO:0006357 GO:0006338
RSBN1L,
SUGP2,GO:0006397 GO:0008380
NCAPH,GO:0007076 GO:0010032 GO:0051301 GO:0051309 GO:0051984 GO:1905820 GO:1905821
GAA,GO:0000023 GO:0002026 GO:0002086 GO:0003007 GO:0005980 GO:0005985 GO:0006006 GO:0007040 GO:0007626 GO:0009888 GO:0035904 GO:0043181 GO:0046716 GO:0050884 GO:0050885 GO:0060048 GO:0061723
TMEM130,
THBS4,GO:0001938 GO:0006986 GO:0007165 GO:0016525 GO:0034103 GO:0034976 GO:0048266 GO:0048771 GO:0050731 GO:0051451 GO:0051781 GO:0071603 GO:0090023
PPIF,GO:0000413 GO:0002931 GO:0008637 GO:0010849 GO:0010939 GO:0032780 GO:0043066 GO:0046902 GO:0070266 GO:0070301 GO:0071243 GO:0071277 GO:0090200 GO:0090201 GO:0090324 GO:1902445 GO:1902686 GO:2000276 GO:2001243 GO:0006457
HTN3,GO:0031214 GO:0031640 GO:0042742 GO:0050832
TDGF1,GO:0008284 GO:0043406 GO:0001763 GO:0002042 GO:0007507 GO:0008595 GO:0009792 GO:0009966 GO:0010595 GO:0018105 GO:0030154 GO:0030335 GO:0030879 GO:0035729 GO:0043066 GO:0043410 GO:0044344 GO:0050731 GO:0071346 GO:0071354 GO:0071356 GO:0071364 GO:0048856
IFT80,GO:0001649 GO:0001958 GO:0003418 GO:0007224 GO:0010839 GO:0033687 GO:0035567 GO:0035630 GO:0035720 GO:0043616 GO:0060173 GO:0060271 GO:0061975 GO:0097500 GO:1905515 GO:2000051
CCDC14,GO:0021762 GO:0071539
RELN,GO:0000904 GO:0001764 GO:0001934 GO:0006508 GO:0007155 GO:0007411 GO:0007417 GO:0007420 GO:0007616 GO:0007626 GO:0008306 GO:0010001 GO:0010976 GO:0014068 GO:0016358 GO:0018108 GO:0021511 GO:0021517 GO:0021766 GO:0021800 GO:0021819 GO:0032008 GO:0032793 GO:0035418 GO:0038026 GO:0045664 GO:0045860 GO:0048265 GO:0050731 GO:0050795 GO:0050804 GO:0051057 GO:0051968 GO:0060025 GO:0060291 GO:0061003 GO:0061098 GO:0090129 GO:0097114 GO:0097119 GO:0097120 GO:0097477 GO:1900273 GO:1902078 GO:1904936 GO:2000310 GO:2000463 GO:2000969 GO:2001222
TSPAN15,GO:0045746 GO:0051604 GO:0072659
CD209,GO:0042129 GO:0002250 GO:0006897 GO:0007157 GO:0007159 GO:0009988 GO:0019062 GO:0019079 GO:0019882 GO:0035556 GO:0042102 GO:0045087 GO:0046718 GO:0046968 GO:0075733 GO:0097323 GO:1903902 GO:0006955 GO:0044419
PDIA2,GO:0006621 GO:0034975 GO:0070527 GO:0006457 GO:0034976
POGK,GO:0006355
ITGA7,GO:0007517 GO:0007519 GO:0008360 GO:0034113 GO:0035987 GO:0007160 GO:0007229 GO:0098609 GO:0050900 GO:0033627
CMTM5,GO:0006935 GO:0007165 GO:0045662
CD1C,GO:0002250 GO:0002286 GO:0001916 GO:0048006 GO:0048007 GO:0006955
CTSZ,GO:0002003 GO:0006508 GO:0010757 GO:0060441 GO:0051603
DLX5,GO:0001501 GO:0001649 GO:0001958 GO:0007399 GO:0008283 GO:0010628 GO:0021889 GO:0030326 GO:0030509 GO:0030855 GO:0042472 GO:0045893 GO:0050679 GO:0060021 GO:0060166 GO:0060325 GO:0071773 GO:0090263 GO:0097376 GO:1901522 GO:0030154 GO:0009790 GO:0006357 GO:0048646
PIAS3,GO:0000122 GO:0006351 GO:0009725 GO:0010628 GO:0010629 GO:0016925 GO:0033234 GO:0033235 GO:0045671 GO:0045838 GO:0071847 GO:0006357
KNCN,
KCNIP2,GO:0005513 GO:0006813 GO:0006936 GO:0007165 GO:0007268 GO:0008016 GO:0045163 GO:0086009 GO:0086013 GO:0097623 GO:1901379 GO:1903766 GO:1903818
SHROOM3,GO:0000902 GO:0007389 GO:0008360 GO:0043482 GO:0045176 GO:0007015
AASDHPPT,GO:0009258 GO:0015939 GO:0051604 GO:0019878
FUT3,GO:0006487 GO:0006493 GO:0006672 GO:0009311 GO:0009312 GO:0009988 GO:0022409 GO:0030334 GO:0036065 GO:0042127 GO:0043413
ZNF211,GO:0006355
ADAR,GO:0016553 GO:0031054 GO:0070922 GO:0001649 GO:0002244 GO:0002566 GO:0006382 GO:0006397 GO:0009615 GO:0030218 GO:0035455 GO:0044387 GO:0045070 GO:0045087 GO:0051607 GO:0060216 GO:0060339 GO:0061484 GO:0097284 GO:0098586 GO:1900369 GO:1903944 GO:0006396
ZNF740,GO:0006357
SLC7A11,GO:0006749 GO:0008542 GO:0009636 GO:0014070 GO:0015811 GO:0015813 GO:0021591 GO:0021756 GO:0030534 GO:0033029 GO:0034599 GO:0034775 GO:0035094 GO:0042127 GO:0048021 GO:0048286 GO:0050804 GO:0050807 GO:0051223 GO:0051775 GO:0060173 GO:0070306 GO:0070527 GO:0090461 GO:0098712 GO:0110076 GO:0140206 GO:0140924 GO:1901494 GO:1903204 GO:1903786 GO:1904717 GO:2000211 GO:0003333
MUCL1,
OR4Q3,GO:0007186 GO:0050911
SLC22A12,GO:0006811 GO:0009410 GO:0015747 GO:0019725 GO:0032869 GO:0046415 GO:0055085 GO:0097744 GO:0015711
TIMM23,GO:0006626 GO:0006886 GO:0030150
PSMD4,GO:0043161
PNLDC1,GO:0000184 GO:0000289 GO:0001825 GO:0007283 GO:0034587 GO:0090503
HINFP,GO:0000077 GO:0000082 GO:0000083 GO:0000122 GO:0001701 GO:0006281 GO:0006351 GO:0006355 GO:0010468 GO:0010628 GO:0010629 GO:0045184 GO:0045445 GO:0045892 GO:0045893 GO:0045944 GO:0048856 GO:0006357
C11ORF87,
B3GALT2,GO:0006486 GO:0006682 GO:0009312 GO:0006493
FANCM,GO:0000712 GO:0031297 GO:0032508 GO:0036297 GO:1902527 GO:0045003
CA10,GO:0007420
OR2A4,GO:0007186 GO:0032467 GO:0032956 GO:0050911
UBXN2A,GO:0031396 GO:0042176 GO:1990830 GO:0007030 GO:0000045 GO:0061025 GO:0031468 GO:0043161
C12ORF29,
TM2D2,
PIK3CA,GO:0016310 GO:0001525 GO:0001889 GO:0001944 GO:0006006 GO:0006909 GO:0007173 GO:0010592 GO:0010629 GO:0014065 GO:0014823 GO:0014870 GO:0016242 GO:0030036 GO:0030168 GO:0030835 GO:0031295 GO:0032008 GO:0033138 GO:0035994 GO:0038028 GO:0038084 GO:0040014 GO:0043201 GO:0043276 GO:0043457 GO:0043491 GO:0043524 GO:0043542 GO:0044029 GO:0046854 GO:0048009 GO:0048661 GO:0050852 GO:0051897 GO:0055119 GO:0060048 GO:0060612 GO:0071333 GO:0071464 GO:0071548 GO:0086003 GO:0097009 GO:0110053 GO:1903544 GO:2000270 GO:2000653 GO:2000811 GO:0016477 GO:0036092
TAFAZZIN,GO:0000423 GO:0003007 GO:0006936 GO:0007005 GO:0007507 GO:0007519 GO:0030097 GO:0032048 GO:0032049 GO:0032981 GO:0035965 GO:0042407 GO:0042775 GO:0048137 GO:0048738 GO:0060048 GO:1900210 GO:2001171 GO:0007007
PELO,GO:0001833 GO:0006417 GO:0007049 GO:0007492 GO:0019827 GO:0030513 GO:0032790 GO:0051276 GO:0051301 GO:0060231 GO:0070481 GO:0070966 GO:0071025 GO:0072344 GO:0070651
